0, 0, 0, 1
0, 0, 10, 2
0, 10, 0, 3
0, 10, 10, 4
10, 0, 0, 5
10, 0, 10, 6
10, 10, 0, 7
10, 10, 10, 8
0, 0, 5, 9
0, 0, 2.5, 10
0, 0, 7.5, 11
0, 5, 0, 12
0, 2.5, 0, 13
0, 7.5, 0, 14
0, 10, 5, 15
0, 10, 2.5, 16
0, 10, 7.5, 17
0, 5, 10, 18
0, 2.5, 10, 19
0, 7.5, 10, 20
10, 0, 5, 21
10, 0, 2.5, 22
10, 0, 7.5, 23
10, 5, 0, 24
10, 2.5, 0, 25
10, 7.5, 0, 26
10, 10, 5, 27
10, 10, 2.5, 28
10, 10, 7.5, 29
10, 5, 10, 30
10, 2.5, 10, 31
10, 7.5, 10, 32
5, 0, 0, 33
2.5, 0, 0, 34
7.5, 0, 0, 35
5, 0, 10, 36
2.5, 0, 10, 37
7.5, 0, 10, 38
5, 10, 0, 39
2.5, 10, 0, 40
7.5, 10, 0, 41
5, 10, 10, 42
2.5, 10, 10, 43
7.5, 10, 10, 44
0, 5, 5, 45
0, 2.5, 2.5, 46
0, 2.5, 7.5, 47
0, 7.5, 2.5, 48
0, 7.5, 7.5, 49
0, 1.25, 3.75, 50
0, 1.25, 1.25, 51
0, 1.25, 6.25, 52
0, 2.5, 5, 53
0, 1.25, 8.75, 54
0, 6.25, 1.25, 55
0, 3.75, 1.25, 56
0, 5, 2.5, 57
0, 8.75, 1.25, 58
0, 7.5, 5, 59
0, 6.25, 3.75, 60
0, 6.25, 6.25, 61
0, 8.75, 3.75, 62
0, 8.75, 6.25, 63
0, 3.75, 3.75, 64
0, 5, 7.5, 65
0, 3.75, 6.25, 66
0, 6.25, 8.75, 67
0, 3.75, 8.75, 68
0, 8.75, 8.75, 69
10, 5, 5, 70
10, 2.5, 2.5, 71
10, 2.5, 7.5, 72
10, 7.5, 7.5, 73
10, 7.5, 2.5, 74
10, 6.25, 3.75, 75
10, 7.5, 5, 76
10, 6.25, 6.25, 77
10, 8.75, 3.75, 78
10, 8.75, 6.25, 79
10, 3.75, 1.25, 80
10, 6.25, 1.25, 81
10, 5, 2.5, 82
10, 3.75, 3.75, 83
10, 8.75, 1.25, 84
10, 5, 7.5, 85
10, 6.25, 8.75, 86
10, 3.75, 8.75, 87
10, 3.75, 6.25, 88
10, 2.5, 5, 89
10, 1.25, 6.25, 90
10, 1.25, 3.75, 91
10, 1.25, 8.75, 92
10, 8.75, 8.75, 93
10, 1.25, 1.25, 94
5, 0, 5, 95
7.5, 0, 2.5, 96
7.5, 0, 7.5, 97
2.5, 0, 2.5, 98
2.5, 0, 7.5, 99
1.25, 0, 1.25, 100
1.25, 0, 3.75, 101
1.25, 0, 6.25, 102
2.5, 0, 5, 103
1.25, 0, 8.75, 104
6.25, 0, 8.75, 105
8.75, 0, 8.75, 106
3.75, 0, 8.75, 107
5, 0, 7.5, 108
8.75, 0, 6.25, 109
6.25, 0, 3.75, 110
7.5, 0, 5, 111
6.25, 0, 6.25, 112
8.75, 0, 3.75, 113
3.75, 0, 6.25, 114
3.75, 0, 1.25, 115
8.75, 0, 1.25, 116
6.25, 0, 1.25, 117
3.75, 0, 3.75, 118
5, 0, 2.5, 119
5, 10, 5, 120
2.5, 10, 2.5, 121
7.5, 10, 2.5, 122
7.5, 10, 7.5, 123
2.5, 10, 7.5, 124
3.75, 10, 8.75, 125
6.25, 10, 8.75, 126
5, 10, 7.5, 127
1.25, 10, 8.75, 128
8.75, 10, 8.75, 129
6.25, 10, 6.25, 130
3.75, 10, 6.25, 131
1.25, 10, 6.25, 132
2.5, 10, 5, 133
3.75, 10, 3.75, 134
1.25, 10, 3.75, 135
6.25, 10, 1.25, 136
8.75, 10, 1.25, 137
3.75, 10, 1.25, 138
5, 10, 2.5, 139
1.25, 10, 1.25, 140
8.75, 10, 3.75, 141
7.5, 10, 5, 142
6.25, 10, 3.75, 143
8.75, 10, 6.25, 144
5, 5, 0, 145
2.5, 7.5, 0, 146
7.5, 7.5, 0, 147
2.5, 2.5, 0, 148
7.5, 2.5, 0, 149
1.25, 3.75, 0, 150
1.25, 1.25, 0, 151
1.25, 6.25, 0, 152
2.5, 5, 0, 153
