1,203.2,25.4,0
2,203.2,25.4,25.4
3,203.2,0,0
4,203.2,0,25.4
5,0,25.4,0
6,0,25.4,25.4
7,0,0,0
8,0,0,25.4
9,98.3488,25.4,25.4
10,102.616,0,25.4
11,98.3488,25.4,0
12,102.616,0,0
13,0,12.7,25.4
14,49.1744,25.4,25.4
15,150.774,25.4,25.4
16,203.2,12.7,25.4
17,51.308,0,25.4
18,152.908,0,25.4
19,0,12.7,0
20,49.1744,25.4,0
21,150.774,25.4,0
22,203.2,12.7,0
23,51.308,0,0
24,152.908,0,0
25,203.2,25.4,12.7
26,0,25.4,12.7
27,203.2,0,12.7
28,0,0,12.7
29,0,12.7,12.7
30,51.308,12.7,25.4
31,100.482,12.7,25.4
32,152.908,12.7,25.4
33,51.308,12.7,0
34,100.482,12.7,0
35,152.908,12.7,0
36,203.2,12.7,12.7
37,49.1744,25.4,12.7
38,150.774,25.4,12.7
39,98.3488,25.4,12.7
40,51.308,0,12.7
41,152.908,0,12.7
42,102.616,0,12.7
43,51.308,12.7,12.7
44,100.482,12.7,12.7
45,152.908,12.7,12.7
