
 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3  0.000000E+00  0.000000E+00  0.000000E+00
         4  0.000000E+00  0.000000E+00  0.000000E+00
         5 -6.752272E-02 -7.580135E-03 -6.426068E-02
         6 -2.426168E-02 -1.094841E-02 -5.937254E-02
         7 -6.774831E-02  7.760631E-03 -6.431811E-02
         8 -2.430201E-02  1.107025E-02 -5.927356E-02
         9  0.000000E+00  0.000000E+00  0.000000E+00
        10  0.000000E+00  0.000000E+00  0.000000E+00
        11  0.000000E+00  0.000000E+00  0.000000E+00
        12  0.000000E+00  0.000000E+00  0.000000E+00
        13  0.000000E+00  0.000000E+00  0.000000E+00
        14  0.000000E+00  0.000000E+00  0.000000E+00
        15  0.000000E+00  0.000000E+00  0.000000E+00
        16  0.000000E+00  0.000000E+00  0.000000E+00
        17  0.000000E+00  0.000000E+00  0.000000E+00
        18  0.000000E+00  0.000000E+00  0.000000E+00
        19  0.000000E+00  0.000000E+00  0.000000E+00
        20  0.000000E+00  0.000000E+00  0.000000E+00
        21 -4.586309E-02 -9.173971E-03 -5.803483E-02
        22 -5.583972E-02 -8.184479E-03 -6.044498E-02
        23 -3.591561E-02 -1.026951E-02 -5.798624E-02
        24 -6.792666E-02  1.634331E-04 -6.385867E-02
        25 -6.795265E-02 -3.933632E-03 -6.389656E-02
        26 -6.806690E-02  4.116037E-03 -6.391435E-02
        27 -4.585953E-02  9.408880E-03 -5.795836E-02
        28 -5.594421E-02  8.400017E-03 -6.050484E-02
        29 -3.593292E-02  1.046864E-02 -5.790332E-02
        30 -2.272179E-02  1.121371E-04 -5.877082E-02
        31 -2.316188E-02 -5.534944E-03 -5.894126E-02
        32 -2.327971E-02  5.677174E-03 -5.883661E-02
        33 -4.162433E-02 -9.294249E-03 -3.609350E-02
        34 -2.568849E-02 -9.488271E-03 -1.980766E-02
        35 -5.517974E-02 -8.284132E-03 -5.125650E-02
        36 -4.322557E-03 -8.088026E-03 -3.143060E-02
        37  8.052963E-04 -4.754404E-03 -1.569799E-02
        38 -1.327678E-02 -9.914819E-03 -4.636171E-02
        39 -4.203452E-02  9.316475E-03 -3.592541E-02
        40 -2.577118E-02  9.473952E-03 -1.975002E-02
        41 -5.542257E-02  8.408026E-03 -5.122657E-02
        42 -4.321610E-03  8.405989E-03 -3.177214E-02
        43  8.243035E-04  4.862560E-03 -1.554962E-02
        44 -1.333875E-02  1.004440E-02 -4.638964E-02
        45  0.000000E+00  0.000000E+00  0.000000E+00
        46  0.000000E+00  0.000000E+00  0.000000E+00
        47  0.000000E+00  0.000000E+00  0.000000E+00
        48  0.000000E+00  0.000000E+00  0.000000E+00
        49  0.000000E+00  0.000000E+00  0.000000E+00
        50  0.000000E+00  0.000000E+00  0.000000E+00
        51  0.000000E+00  0.000000E+00  0.000000E+00
        52  0.000000E+00  0.000000E+00  0.000000E+00
        53  0.000000E+00  0.000000E+00  0.000000E+00
        54  0.000000E+00  0.000000E+00  0.000000E+00
        55  0.000000E+00  0.000000E+00  0.000000E+00
        56  0.000000E+00  0.000000E+00  0.000000E+00
        57  0.000000E+00  0.000000E+00  0.000000E+00
        58  0.000000E+00  0.000000E+00  0.000000E+00
        59  0.000000E+00  0.000000E+00  0.000000E+00
        60  0.000000E+00  0.000000E+00  0.000000E+00
        61  0.000000E+00  0.000000E+00  0.000000E+00
        62  0.000000E+00  0.000000E+00  0.000000E+00
        63  0.000000E+00  0.000000E+00  0.000000E+00
        64  0.000000E+00  0.000000E+00  0.000000E+00
        65  0.000000E+00  0.000000E+00  0.000000E+00
        66  0.000000E+00  0.000000E+00  0.000000E+00
        67  0.000000E+00  0.000000E+00  0.000000E+00
        68  0.000000E+00  0.000000E+00  0.000000E+00
        69  0.000000E+00  0.000000E+00  0.000000E+00
        70 -4.557382E-02 -2.756880E-05 -5.779365E-02
        71 -3.529229E-02 -5.146442E-03 -5.764390E-02
        72 -3.524086E-02  5.331636E-03 -5.765259E-02
        73 -5.597194E-02  4.397867E-03 -6.016066E-02
        74 -5.596873E-02 -4.229989E-03 -6.008962E-02
        75 -2.906447E-02  2.821053E-03 -5.811150E-02
        76 -2.988350E-02  8.156008E-03 -5.832332E-02
        77 -4.079113E-02  7.538421E-03 -5.743454E-02
        78 -3.491096E-02  2.163182E-05 -5.770956E-02
        79 -4.045282E-02  2.586029E-03 -5.747943E-02
        80 -4.563651E-02  4.799055E-03 -5.770294E-02
        81 -6.185712E-02  2.213243E-03 -6.196618E-02
        82 -6.179230E-02  6.166539E-03 -6.213920E-02
        83 -5.066752E-02  6.786412E-03 -5.873904E-02
        84 -5.052419E-02  2.327516E-03 -5.866278E-02
        85 -5.588307E-02  2.888812E-05 -6.023052E-02
        86 -6.172673E-02 -2.007646E-03 -6.194613E-02
        87 -6.166954E-02 -5.974380E-03 -6.208310E-02
        88 -5.072491E-02 -6.589220E-03 -5.870495E-02
        89 -5.065942E-02 -2.235062E-03 -5.866257E-02
