
     E I G E N V A L U E   O U T P U T

 MODE NO    EIGENVALUE                       FREQUENCY   
                                     REAL PART            IMAGINARY PART
                           (RAD/TIME)      (CYCLES/TIME     (RAD/TIME)

      1   0.1163246E+12   0.3410639E+06   0.5428201E+05   0.0000000E+00

     P A R T I C I P A T I O N   F A C T O R S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

      1  -0.1265933E-05   0.2218308E-03   0.2268709E-02   0.1022421E-01  -0.1758200E-01   0.1727678E-02

     E F F E C T I V E   M O D A L   M A S S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

      1   0.1602586E-11   0.4920890E-07   0.5147039E-05   0.1045345E-03   0.3091268E-03   0.2984873E-05
TOTAL     0.1602586E-11   0.4920890E-07   0.5147039E-05   0.1045345E-03   0.3091268E-03   0.2984873E-05

     T O T A L   E F F E C T I V E   M A S S

MODE NO.   X-COMPONENT     Y-COMPONENT     Z-COMPONENT     X-ROTATION      Y-ROTATION      Z-ROTATION

          0.7400465E-05   0.7400465E-05   0.7400465E-05   0.4951291E-03   0.5104568E-03   0.5113390E-03


                    E I G E N V A L U E    N U M B E R     1


 displacements (vx,vy,vz) for set NALL and time  0.1000000E+01

         1  0.000000E+00  0.000000E+00  0.000000E+00
         2  0.000000E+00  0.000000E+00  0.000000E+00
         3  0.000000E+00  0.000000E+00  0.000000E+00
         4  0.000000E+00  0.000000E+00  0.000000E+00
         5  2.605139E+02  5.927923E+01  5.972230E+02
         6 -2.140855E+02  5.844003E+01  5.970250E+02
         7  2.149636E+02  5.669452E+01  5.966052E+02
         8 -2.608851E+02  5.979478E+01  5.955242E+02
         9  0.000000E+00  0.000000E+00  0.000000E+00
        10  0.000000E+00  0.000000E+00  0.000000E+00
        11  0.000000E+00  0.000000E+00  0.000000E+00
        12  0.000000E+00  0.000000E+00  0.000000E+00
        13  0.000000E+00  0.000000E+00  0.000000E+00
        14  0.000000E+00  0.000000E+00  0.000000E+00
        15  0.000000E+00  0.000000E+00  0.000000E+00
        16  0.000000E+00  0.000000E+00  0.000000E+00
        17  0.000000E+00  0.000000E+00  0.000000E+00
        18  0.000000E+00  0.000000E+00  0.000000E+00
        19  0.000000E+00  0.000000E+00  0.000000E+00
        20  0.000000E+00  0.000000E+00  0.000000E+00
        21  2.416671E+01  5.869812E+01  5.825012E+02
        22  1.324207E+02  5.635422E+01  5.880819E+02
        23 -8.458890E+01  6.093142E+01  5.879158E+02
        24  2.486554E+02  5.584569E+01  6.033854E+02
        25  2.569538E+02  5.916705E+01  6.001569E+02
        26  2.360280E+02  5.503903E+01  5.998476E+02
